00:00:03,6,280
00:05:04,6,283
00:10:03,6,278
00:15:03,6,261
00:20:03,6,254
00:25:03,6,255
00:30:03,6,250
00:35:03,6,242
00:40:03,6,237
00:45:03,6,234
00:50:03,6,228
00:55:03,6,231
01:00:03,6,227
01:05:03,6,227
01:10:03,6,218
01:15:03,6,210
01:20:03,6,208
01:25:03,6,215
01:30:03,6,211
01:35:03,6,208
01:40:03,6,214
01:45:03,6,205
01:50:03,6,205
01:55:03,6,201
02:00:03,6,203
02:05:03,6,190
02:10:03,6,192
02:15:03,6,184
02:20:03,6,181
02:25:03,6,175
02:30:03,6,169
02:35:03,6,173
02:40:03,6,181
02:45:03,6,178
02:50:03,6,174
02:55:03,6,184
03:00:03,6,182
03:05:03,6,179
03:10:03,6,178
03:15:03,6,173
03:20:03,6,174
03:25:03,6,172
03:30:03,6,166
03:35:03,6,167
03:40:03,6,173
03:45:03,6,171
03:50:03,6,169
03:55:03,6,171
04:00:03,6,172
04:05:03,6,170
04:10:03,6,172
04:15:03,6,166
04:20:03,6,164
04:25:03,6,175
04:30:03,6,169
04:35:03,6,165
04:40:03,6,173
04:45:03,6,172
04:50:03,6,170
04:55:03,6,170
05:00:03,6,169
05:05:03,6,167
05:10:03,6,172
05:15:03,6,172
05:20:03,6,171
05:25:03,6,175
05:30:03,6,173
05:35:03,6,174
05:40:03,6,174
05:45:03,6,171
05:50:03,6,168
05:55:03,6,174
06:00:03,6,186
06:05:03,6,181
06:10:03,6,185
06:15:03,6,180
06:20:03,6,185
06:25:03,6,191
06:30:03,6,192
06:35:03,6,201
06:40:03,6,203
06:45:03,6,209
06:50:03,6,209
06:55:03,6,223
07:00:03,6,223
07:05:03,6,224
07:10:03,6,241
07:15:03,6,241
07:20:03,6,258
07:25:03,6,268
07:30:03,6,277
07:35:03,6,285
07:40:03,6,283
07:45:03,6,292
07:50:03,6,296
07:55:03,6,296
08:00:03,6,285
08:05:03,6,293
08:10:03,6,307
08:15:03,6,301
08:20:03,6,318
08:25:03,6,319
08:30:03,6,322
08:35:03,6,351
08:40:03,6,324
08:45:03,6,302
08:50:03,6,328
08:55:03,6,348
09:00:03,6,344
09:05:03,6,364
09:10:03,6,377
09:15:03,6,379
09:20:03,6,376
09:25:03,6,372
09:30:03,6,376
09:35:03,6,397
09:40:03,6,373
09:45:03,6,365
09:50:03,6,370
09:55:03,6,381
10:00:03,6,367
10:05:03,6,390
10:10:03,6,418
10:15:03,6,407
10:20:03,6,422
10:25:03,6,401
10:30:03,6,417
10:35:03,6,409
10:40:03,6,428
