"hour","h"
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,3
27,3
28,3
29,4
30,4
31,5
32,5
33,5
34,5
35,5
36,5
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,5
45,5
46,5
47,5
48,5
49,5
50,5
51,5
52,5
53,5
54,5
55,5
56,5
57,5
58,5
59,5
60,5
61,5
62,5
63,5
64,5
65,5
66,5
67,5
68,5
69,5
70,5
71,5
72,5
73,5
74,5
75,5
76,5
77,4
78,4
79,4
80,4
81,4
82,4
83,4
84,4
85,4
86,3
87,3
88,3
89,3
90,3
91,3
92,3
93,3
94,3
95,4
96,4
97,5
98,5
99,5
100,5
101,5
102,5
103,5
104,5
105,5
106,5
107,5
108,5
109,5
110,6
111,6
112,6
113,6
114,6
115,6
116,7
117,7
118,7
119,7
120,7
121,7
122,8
123,8
124,7
125,7
126,6
127,6
128,6
129,6
130,6
131,5
132,5
133,5
134,5
135,5
136,5
137,5
138,6
139,6
140,6
141,6
142,6
143,6
144,6
145,6
146,6
147,7
148,7
149,7
150,7
151,7
152,7
153,6
154,6
155,6
156,6
157,6
158,6
159,6
160,5
161,5
162,5
163,5
164,5
165,4
166,4
167,4
168,4
169,4
170,4
171,4
172,5
173,5
174,5
175,5
176,5
177,5
178,5
179,5
180,5
181,5
182,5
183,5
184,5
185,6
186,6
187,6
188,7
189,7
190,7
191,7
192,7
193,7
194,5
195,5
196,5
197,6
198,6
199,6
200,6
201,6
202,6
203,6
204,6
205,6
206,6
207,6
208,6
209,6
210,6
211,5
212,5
213,5
214,5
215,5
216,5
217,4
218,4
219,4
220,4
221,4
222,4
223,4
224,4
225,4
226,4
227,4
228,4
229,4
230,4
231,4
232,4
233,4
234,4
235,5
236,5
237,6
238,5
239,5
240,5
241,5
242,5
243,5
244,5
245,5
246,4
247,4
248,4
249,4
250,4
251,4
252,4
253,4
254,5
255,5
256,5
257,5
258,5
259,5
260,5
261,5
262,5
263,4
264,4
265,3
266,2
267,2
268,2
269,2
270,2
271,2
272,2
273,2
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,1
285,2
286,2
287,2
288,2
289,2
290,2
291,2
292,2
293,2
294,2
295,2
296,2
297,2
298,2
299,2
300,2
301,2
302,2
303,2
304,2
305,2
306,2
307,2
308,2
309,2
310,2
311,2
312,2
313,2
314,2
315,2
316,2
317,2
318,2
319,2
320,2
321,2
322,2
323,2
324,2
325,2
326,2
327,2
328,2
329,2
330,2
331,2
332,2
333,2
334,3
335,3
336,3
337,4
338,4
339,4
340,4
341,4
342,4
343,5
344,5
345,5
346,5
347,5
348,5
349,6
350,6
351,6
352,6
353,6
354,6
355,6
356,5
357,4
358,4
359,4
360,4
361,4
362,4
363,4
364,4
365,4
366,4
367,4
368,4
369,4
370,4
371,4
372,4
373,4
374,4
375,4
376,5
377,5
378,5
379,5
380,5
381,5
382,5
383,5
384,5
385,5
386,5
387,5
388,5
389,6
390,6
391,6
392,7
393,7
394,7
395,8
396,8
397,8
398,8
399,8
400,8
401,8
402,8
403,7
404,7
405,7
406,7
407,7
408,7
409,7
410,7
411,7
412,7
413,7
414,7
415,7
416,7
417,7
418,7
419,7
420,7
421,7
422,7
423,6
424,7
425,7
426,7
427,7
428,8
429,8
430,8
431,8
432,8
433,8
434,8
435,8
436,8
437,8
438,8
439,8
440,9
441,9
442,9
443,9
444,9
445,9
446,9
447,8
448,8
449,8
450,8
451,8
452,8
453,8
454,8
455,8
456,8
457,9
458,9
459,8
460,8
461,8
462,8
463,8
464,8
465,7
466,8
467,8
468,8
469,8
470,9
471,9
472,9
473,9
474,9
475,9
476,9
477,9
478,8
479,8
480,8
481,8
482,7
483,7
484,6
485,6
486,6
487,6
488,6
489,6
490,6
491,6
492,6
493,6
494,6
495,7
496,7
497,7
498,7
499,7
500,8
501,9
502,8
503,8
504,8
505,8
506,10
507,9
508,9
509,8
510,8
511,8
512,8
513,7
514,7
515,7
516,8
517,8
518,7
519,7
520,7
521,7
522,7
523,7
524,7
525,8
526,8
527,7
528,7
529,7
530,8
531,8
532,8
533,8
534,8
535,8
536,8
537,9
538,9
539,9
540,9
541,9
542,9
543,9
544,9
545,9
546,9
547,9
548,9
549,9
550,9
551,9
552,10
553,10
554,10
555,9
556,10
557,9
558,9
559,9
560,9
561,9
562,9
563,9
564,9
565,9
566,9
567,9
568,9
569,9
570,9
571,9
572,9
573,9
574,9
575,9
576,8
577,8
578,8
579,8
580,8
581,8
582,8
583,8
584,8
585,8
586,8
587,8
588,8
589,8
590,8
591,8
592,8
593,8
594,8
595,8
596,8
597,8
598,8
599,8
600,8
601,8
