"id","day","t10","daytype","W"
1,1,1,"WtrWd",0
2,1,2,"WtrWd",0.00709219846567074
3,1,3,"WtrWd",0.0141843969313415
4,1,4,"WtrWd",0.0212765953970122
5,1,5,"WtrWd",0.0283687942031085
6,1,6,"WtrWd",0.0354609930092048
7,1,7,"WtrWd",0.042553191815301
8,1,8,"WtrWd",0.0496453902809718
9,1,9,"WtrWd",0.0567375887466425
10,1,10,"WtrWd",0.0638297872123133
11,1,11,"WtrWd",0.070921985677984
12,1,12,"WtrWd",0.0780141841436548
13,1,13,"WtrWd",0.0851063826093255
14,1,14,"WtrWd",0.0921985814154218
15,1,15,"WtrWd",0.099290780221518
16,1,16,"WtrWd",0.106382979027614
17,1,17,"WtrWd",0.113475177493285
18,1,18,"WtrWd",0.120567375958956
19,1,19,"WtrWd",0.127659574424627
20,1,20,"WtrWd",0.134751772890297
21,1,21,"WtrWd",0.141843971355968
22,1,22,"WtrWd",0.148936169821639
23,1,23,"WtrWd",0.156028368627735
24,1,24,"WtrWd",0.163120567433831
25,1,25,"WtrWd",0.170212766239928
26,1,26,"WtrWd",0.177304964705598
27,1,27,"WtrWd",0.184397163171269
28,1,28,"WtrWd",0.19148936163694
29,1,29,"WtrWd",0.198581560102611
30,1,30,"WtrWd",0.205673758568281
31,1,31,"WtrWd",0.212765957033952
32,1,32,"WtrWd",0.219858155840048
33,1,33,"WtrWd",0.226950354646145
34,1,34,"WtrWd",0.234042553452241
35,1,35,"WtrWd",0.241134751917912
36,1,36,"WtrWd",0.248226950383582
37,1,37,"WtrWd",0.255319148849253
38,1,38,"WtrWd",0.262411347314924
39,1,39,"WtrWd",0.269503545780595
40,1,40,"WtrWd",0.276595744246265
41,1,41,"WtrWd",0.283687943052362
42,1,42,"WtrWd",0.290780141858458
43,1,43,"WtrWd",0.297872340664554
44,1,44,"WtrWd",0.304964539130225
45,1,45,"WtrWd",0.312056737595896
46,1,46,"WtrWd",0.319148936061566
47,1,47,"WtrWd",0.326241134527237
48,1,48,"WtrWd",0.333333332992908
49,1,49,"WtrWd",0.340425531458579
50,1,50,"WtrWd",0.347517730264675
51,1,51,"WtrWd",0.354609929070771
52,1,52,"WtrWd",0.361702127876867
53,1,53,"WtrWd",0.368794326342538
54,1,54,"WtrWd",0.375886524808209
55,1,55,"WtrWd",0.38297872327388
56,1,56,"WtrWd",0.39007092173955
57,1,57,"WtrWd",0.397163120205221
58,1,58,"WtrWd",0.404255318670892
59,1,59,"WtrWd",0.411347517476988
60,1,60,"WtrWd",0.418439716283084
61,1,61,"WtrWd",0.425531915089181
62,1,62,"WtrWd",0.432624113554851
63,1,63,"WtrWd",0.439716312020522
64,1,64,"WtrWd",0.446808510486193
65,1,65,"WtrWd",0.453900708951864
66,1,66,"WtrWd",0.460992907417534
67,1,67,"WtrWd",0.468085105883205
68,1,68,"WtrWd",0.475177304689301
69,1,69,"WtrWd",0.482269503495398
70,1,70,"WtrWd",0.489361702301494
71,1,71,"WtrWd",0.496453900767165
72,1,72,"WtrWd",0.503546099232835
73,1,73,"WtrWd",0.510638297698506
74,1,74,"WtrWd",0.517730496164177
75,1,75,"WtrWd",0.524822694629848
76,1,76,"WtrWd",0.531914893095518
77,1,77,"WtrWd",0.539007091901615
78,1,78,"WtrWd",0.546099290707711
79,1,79,"WtrWd",0.553191489513807
80,1,80,"WtrWd",0.560283687979478
81,1,81,"WtrWd",0.567375886445149
82,1,82,"WtrWd",0.574468084910819
83,1,83,"WtrWd",0.58156028337649
84,1,84,"WtrWd",0.588652481842161
85,1,85,"WtrWd",0.595744680307832
86,1,86,"WtrWd",0.602836879113928
87,1,87,"WtrWd",0.609929077920024
88,1,88,"WtrWd",0.61702127672612
89,1,89,"WtrWd",0.624113475191791
